BBL,INSP_DATE,RESULT
1000030001,2010-01-12,Active Rat Signs
1000030001,2010-05-12,Active Rat Signs
1000030001,2010-11-08,Active Rat Signs
1000030001,2011-02-11,Active Rat Signs
1000030001,2012-03-06,Active Rat Signs
1000030001,2013-02-20,Active Rat Signs
1000030001,2014-02-24,Active Rat Signs
1000190024,2010-01-14,Active Rat Signs
1000190024,2010-02-02,Active Rat Signs
1000190024,2011-02-10,Active Rat Signs
1000190024,2011-03-01,Active Rat Signs
1000190024,2012-03-06,Active Rat Signs
1000190024,2012-04-03,Active Rat Signs
1000190024,2013-02-20,Active Rat Signs
1000190024,2013-03-05,Passed Inspection
1000190024,2014-06-02,Active Rat Signs
1000190024,2014-07-02,Active Rat Signs
1000190024,2014-09-10,Active Rat Signs
1000190024,2014-10-24,Active Rat Signs
1000300004,2009-10-05,Passed Inspection
1000300004,2010-01-20,Active Rat Signs
1000300004,2010-02-02,Active Rat Signs
1000300004,2011-02-14,Passed Inspection
1000300004,2012-03-02,Active Rat Signs
1000300004,2012-03-21,Active Rat Signs
1000300004,2013-02-12,Passed Inspection
1000300004,2013-10-17,Active Rat Signs
1000300004,2013-11-25,Active Rat Signs
1000490001,2010-01-14,Active Rat Signs
1000490001,2010-02-02,Active Rat Signs
1000490001,2011-02-11,Active Rat Signs
1000490001,2011-03-01,Active Rat Signs
1000490001,2012-03-19,Passed Inspection
1000490001,2013-02-27,Active Rat Signs
1000490001,2013-04-22,Passed Inspection
1000490001,2014-02-24,Passed Inspection
1000530002,2010-01-15,Active Rat Signs
1000530002,2010-02-04,Active Rat Signs
1000530002,2010-07-21,Active Rat Signs
1000530002,2010-11-19,Active Rat Signs
1000530002,2011-02-10,Passed Inspection
1000530002,2012-03-15,Passed Inspection
1000530002,2013-02-20,Active Rat Signs
1000530002,2013-03-05,Passed Inspection
1000690001,2010-01-21,Active Rat Signs
1000690001,2010-02-24,Active Rat Signs
1000690001,2011-02-10,Passed Inspection
1000690001,2011-05-13,Active Rat Signs
1000690001,2011-06-07,Active Rat Signs
1000690001,2012-03-05,Active Rat Signs
1000690001,2012-03-21,Passed Inspection
1000690001,2013-03-01,Active Rat Signs
1000690001,2013-04-10,Passed Inspection
1000720002,2010-01-22,Problem Conditions
1000720002,2010-03-18,Passed Inspection
1000720002,2012-03-02,Active Rat Signs
1000720002,2012-03-14,Active Rat Signs
1000720002,2013-02-06,Active Rat Signs
1000720002,2013-02-21,Active Rat Signs
1000720002,2014-06-13,Active Rat Signs
1000720002,2014-08-22,Active Rat Signs
1000760001,2010-01-20,Active Rat Signs
1000760001,2010-01-22,Active Rat Signs
1000760001,2010-02-24,Active Rat Signs
1000760001,2010-05-27,Active Rat Signs
1000760001,2010-06-25,Passed Inspection
1000760001,2010-09-14,Active Rat Signs
1000760001,2010-10-05,Active Rat Signs
1000760001,2011-02-14,Active Rat Signs
1000760001,2011-03-02,Active Rat Signs
1000760001,2012-03-01,Passed Inspection
1000760001,2012-09-24,Active Rat Signs
1000760001,2012-10-10,Passed Inspection
1000760001,2013-02-25,Active Rat Signs
1000760001,2013-04-22,Active Rat Signs
1000760023,2010-01-22,Active Rat Signs
1000760023,2010-02-24,Active Rat Signs
1000760023,2011-02-14,Active Rat Signs
1000760023,2011-03-02,Active Rat Signs
1000760023,2012-03-05,Passed Inspection
1000760023,2013-02-22,Active Rat Signs
1000760023,2013-04-10,Active Rat Signs
1000760023,2014-05-02,Active Rat Signs
1000760023,2014-06-02,Active Rat Signs
1000760028,2010-01-22,Active Rat Signs
1000760028,2010-02-24,Active Rat Signs
1000760028,2011-02-14,Active Rat Signs
1000760028,2011-03-02,Active Rat Signs
1000760028,2012-03-05,Passed Inspection
1000760028,2013-02-22,Passed Inspection
1000760028,2014-04-10,Active Rat Signs
1000760028,2014-05-02,Passed Inspection
1000770022,2010-01-22,Active Rat Signs
1000770022,2010-02-24,Active Rat Signs
1000770022,2010-10-26,Active Rat Signs
1000770022,2010-11-19,Active Rat Signs
1000770022,2011-02-14,Active Rat Signs
1000770022,2011-03-02,Active Rat Signs
1000770022,2011-05-13,Active Rat Signs
1000770022,2011-06-07,Passed Inspection
1000770022,2012-03-08,Problem Conditions
1000770022,2012-04-03,Active Rat Signs
1000770022,2013-02-07,Active Rat Signs
1000770022,2013-02-21,Active Rat Signs
1000770024,2009-10-15,Active Rat Signs
1000770024,2010-01-20,Active Rat Signs
1000770024,2010-02-05,Active Rat Signs
1000770024,2010-05-27,Active Rat Signs
1000770024,2010-06-25,Active Rat Signs
1000770024,2011-01-10,Problem Conditions
1000770024,2011-02-14,Active Rat Signs
1000770024,2011-03-02,Active Rat Signs
1000770024,2012-03-08,Passed Inspection
1000770024,2013-02-22,Passed Inspection
1000770024,2014-01-02,Passed Inspection
1000770024,2014-01-30,Active Rat Signs
1000770024,2014-03-25,Active Rat Signs
1000770024,2014-05-02,Passed Inspection
1000770024,2014-06-13,Active Rat Signs
1000770024,2014-07-23,Active Rat Signs
1000787506,2009-10-05,Active Rat Signs
1000787506,2010-01-20,Active Rat Signs
1000787506,2010-01-27,Active Rat Signs
1000787506,2010-03-01,Active Rat Signs
1000787506,2011-02-14,Passed Inspection
1000787506,2011-06-30,Active Rat Signs
1000787506,2011-08-29,Passed Inspection
1000787506,2012-03-08,Passed Inspection
1000787506,2013-02-22,Passed Inspection
1000870001,2010-01-14,Active Rat Signs
1000870001,2010-03-01,Active Rat Signs
1000870001,2011-02-11,Active Rat Signs
1000870001,2011-03-02,Active Rat Signs
1000870001,2012-03-13,Active Rat Signs
1000870001,2012-04-03,Passed Inspection
1000870001,2013-02-27,Active Rat Signs
1000870001,2013-04-22,Passed Inspection
1000870001,2014-02-27,Passed Inspection
1000900007,2010-02-02,Passed Inspection
1000900007,2011-02-07,Active Rat Signs
1000900007,2011-02-28,Active Rat Signs
1000900007,2012-02-29,Active Rat Signs
1000900007,2012-03-14,Active Rat Signs
1000900007,2013-02-26,Passed Inspection
1000900007,2014-02-27,Active Rat Signs
1000900007,2014-03-21,Active Rat Signs
1000900010,2010-02-02,Passed Inspection
1000900010,2011-02-07,Active Rat Signs
1000900010,2011-02-28,Active Rat Signs
1000900010,2012-02-29,Active Rat Signs
1000900010,2012-03-21,Passed Inspection
1000900010,2013-02-26,Passed Inspection
1000900010,2014-02-27,Active Rat Signs
1000900010,2014-03-24,Active Rat Signs
1000900011,2010-02-02,Passed Inspection
1000900011,2011-02-07,Active Rat Signs
1000900011,2011-02-28,Active Rat Signs
1000900011,2012-02-29,Active Rat Signs
1000900011,2012-03-14,Active Rat Signs
1000900011,2013-02-26,Passed Inspection
1000900011,2014-02-27,Active Rat Signs
1000900011,2014-03-21,Active Rat Signs
1000900014,2010-02-02,Active Rat Signs
1000900014,2010-03-01,Active Rat Signs
1000900014,2010-09-14,Active Rat Signs
1000900014,2010-12-03,Active Rat Signs
1000900014,2011-02-07,Active Rat Signs
1000900014,2011-02-28,Active Rat Signs
1000900014,2012-02-29,Active Rat Signs
1000900014,2012-03-14,Active Rat Signs
1000900014,2013-02-26,Passed Inspection
1000900014,2014-02-27,Active Rat Signs
1000900014,2014-03-21,Active Rat Signs
1000900016,2010-02-02,Active Rat Signs
1000900016,2010-03-01,Active Rat Signs
1000900016,2010-09-14,Active Rat Signs
1000900016,2010-10-05,Passed Inspection
1000900016,2011-02-07,Active Rat Signs
1000900016,2011-02-28,Active Rat Signs
1000900016,2012-02-29,Passed Inspection
1000900016,2013-02-26,Passed Inspection
1000900016,2014-02-27,Active Rat Signs
1000900016,2014-03-24,Active Rat Signs
1000900017,2010-02-02,Active Rat Signs
1000900017,2010-03-01,Active Rat Signs
1000900017,2010-09-14,Active Rat Signs
1000900017,2010-10-05,Passed Inspection
1000900017,2011-02-07,Active Rat Signs
1000900017,2011-02-28,Active Rat Signs
1000900017,2012-02-29,Passed Inspection
1000900017,2013-02-26,Passed Inspection
1000900017,2014-02-27,Passed Inspection
1000920001,2010-02-02,Active Rat Signs
1000920001,2010-03-18,Active Rat Signs
1000920001,2010-07-21,Active Rat Signs
1000920001,2010-12-03,Active Rat Signs
1000920001,2010-12-15,Active Rat Signs
1000920001,2011-01-31,Active Rat Signs
1000920001,2013-02-25,Active Rat Signs
1000920001,2013-04-22,Active Rat Signs
1000920037,2010-02-02,Active Rat Signs
1000920037,2010-03-18,Active Rat Signs
1000920037,2011-02-07,Active Rat Signs
1000920037,2011-02-28,Active Rat Signs
1000920037,2012-03-07,Passed Inspection
1000920037,2013-02-25,Active Rat Signs
1000920037,2013-04-22,Passed Inspection
1000920038,2010-02-02,Active Rat Signs
1000920038,2010-03-18,Active Rat Signs
1000920038,2011-02-07,Active Rat Signs
1000920038,2011-02-28,Active Rat Signs
1000920038,2012-03-07,Passed Inspection
1000920038,2013-02-25,Active Rat Signs
1000920038,2013-04-22,Passed Inspection
1000930034,2010-01-26,Active Rat Signs
1000930034,2010-03-01,Active Rat Signs
1000930034,2011-02-08,Active Rat Signs
1000930034,2011-02-28,Active Rat Signs
1000930034,2012-03-07,Passed Inspection
1000930034,2013-02-25,Active Rat Signs
1000930034,2013-04-22,Passed Inspection
1000940001,2009-10-05,Passed Inspection
1000940001,2010-01-26,Passed Inspection
1000940001,2010-05-27,Active Rat Signs
1000940001,2010-06-23,Active Rat Signs
1000940001,2010-06-23,Active Rat Signs
1000940001,2010-06-25,Passed Inspection
1000940001,2010-07-15,Active Rat Signs
1000940001,2010-07-21,Active Rat Signs
1000940001,2010-07-21,Passed Inspection
1000940001,2010-09-23,Active Rat Signs
1000940001,2010-10-05,Active Rat Signs
1000940001,2010-12-03,Passed Inspection
1000940001,2010-12-03,Passed Inspection
1000940001,2010-12-09,Active Rat Signs
1000940001,2011-01-04,Active Rat Signs
1000940001,2011-01-04,Active Rat Signs
1000940001,2011-01-04,Passed Inspection
1000940001,2011-05-13,Active Rat Signs
1000940001,2011-06-07,Passed Inspection
1000940001,2011-06-28,Passed Inspection
1000940001,2012-03-02,Passed Inspection
1000940001,2013-02-27,Passed Inspection
1000940001,2013-05-28,Active Rat Signs
1000940001,2013-06-17,Active Rat Signs
1000940001,2014-04-10,Active Rat Signs
1000940001,2014-05-02,Active Rat Signs
1000940001,2014-08-22,Passed Inspection
1000940025,2010-01-26,Active Rat Signs
1000940025,2010-10-26,Active Rat Signs
1000940025,2011-02-08,Passed Inspection
1000940025,2012-03-05,Passed Inspection
1000940025,2012-10-10,Passed Inspection
1000940025,2013-02-27,Active Rat Signs
1000940025,2013-09-16,Active Rat Signs
1000940025,2013-11-25,Active Rat Signs
1000950027,2010-01-26,Passed Inspection
1000950027,2010-06-23,Active Rat Signs
1000950027,2010-07-15,Active Rat Signs
1000950027,2011-02-09,Active Rat Signs
1000950027,2011-02-28,Active Rat Signs
1000950027,2012-03-05,Passed Inspection
1000950027,2012-08-17,Active Rat Signs
1000950027,2012-09-24,Passed Inspection
1000950027,2013-02-25,Passed Inspection
1001110100,2010-04-07,Passed Inspection
1001110100,2011-03-24,Passed Inspection
1001110100,2012-04-27,Active Rat Signs
1001110100,2012-06-18,Active Rat Signs
1001110100,2013-01-30,Active Rat Signs
1001110100,2013-04-17,Active Rat Signs
1001110100,2013-09-27,Active Rat Signs
1001110100,2014-04-01,Active Rat Signs
1001110100,2014-09-29,Problem Conditions
1001220001,2010-09-23,Active Rat Signs
1001220001,2010-12-09,Active Rat Signs
1001220001,2011-02-07,Active Rat Signs
1001220001,2012-03-01,Active Rat Signs
1001220001,2013-03-15,Active Rat Signs
1001220001,2014-02-27,Active Rat Signs
1001220001,2014-10-29,Passed Inspection
1001240007,2010-01-13,Passed Inspection
1001240007,2011-02-10,Problem Conditions
1001240007,2011-03-01,Problem Conditions
1001240007,2012-03-14,Passed Inspection
1001240007,2013-01-22,Active Rat Signs
1001240007,2013-02-21,Active Rat Signs
1001240007,2013-11-08,Passed Inspection
1001240007,2014-02-27,Active Rat Signs
1001240007,2014-03-24,Active Rat Signs
1001240007,2014-09-29,Active Rat Signs
1001240007,2014-10-24,Passed Inspection
1001240008,2010-01-13,Problem Conditions
1001240008,2010-03-18,Passed Inspection
1001240008,2011-02-10,Active Rat Signs
1001240008,2011-03-01,Active Rat Signs
1001240008,2012-03-14,Active Rat Signs
1001240008,2012-04-03,Passed Inspection
1001240008,2012-12-17,Active Rat Signs
1001240008,2012-12-31,Passed Inspection
1001240008,2013-02-26,Active Rat Signs
1001240008,2013-02-28,Passed Inspection
1001240008,2013-04-10,Active Rat Signs
1001240008,2013-11-08,Passed Inspection
1001240008,2014-02-27,Active Rat Signs
1001240008,2014-03-21,Active Rat Signs
1001240008,2014-09-29,Active Rat Signs
1001240008,2014-10-24,Passed Inspection
1001240012,2010-01-13,Passed Inspection
1001240012,2011-02-10,Active Rat Signs
1001240012,2011-03-02,Active Rat Signs
1001240012,2011-06-07,Active Rat Signs
1001240012,2011-11-28,Active Rat Signs
1001240012,2012-03-14,Active Rat Signs
1001240012,2012-04-03,Active Rat Signs
1001240012,2013-02-26,Active Rat Signs
1001240012,2013-04-10,Passed Inspection
1001240012,2014-02-27,Passed Inspection
1001330019,2010-01-19,Active Rat Signs
1001330019,2010-02-05,Active Rat Signs
1001330019,2010-07-21,Active Rat Signs
1001330019,2010-10-05,Active Rat Signs
1001330019,2011-02-08,Passed Inspection
1001330019,2012-03-08,Passed Inspection
1001330019,2012-06-20,Active Rat Signs
1001330019,2012-09-24,Active Rat Signs
1001330019,2013-02-19,Passed Inspection
1001337505,2010-01-19,Active Rat Signs
1001337505,2010-02-05,Active Rat Signs
1001337505,2010-08-03,Active Rat Signs
1001337505,2010-10-05,Active Rat Signs
1001337505,2011-02-08,Active Rat Signs
1001337505,2011-03-07,Active Rat Signs
1001337505,2012-03-08,Passed Inspection
1001337505,2013-02-19,Passed Inspection
1001420025,2010-01-15,Active Rat Signs
1001420025,2010-03-01,Passed Inspection
1001420025,2010-09-14,Active Rat Signs
1001420025,2010-09-15,Passed Inspection
1001420025,2010-09-15,Passed Inspection
1001420025,2010-10-26,Active Rat Signs
1001420025,2010-10-26,Active Rat Signs
1001420025,2010-10-26,Passed Inspection
1001420025,2010-11-23,Active Rat Signs
1001420025,2010-11-23,Passed Inspection
1001420025,2010-11-23,Passed Inspection
1001420025,2011-03-28,Passed Inspection
1001420025,2011-06-28,Passed Inspection
1001420025,2011-07-19,Active Rat Signs
1001420025,2011-08-29,Passed Inspection
1001420025,2011-10-28,Active Rat Signs
1001420025,2011-10-28,Passed Inspection
1001420025,2011-11-28,Active Rat Signs
1001420025,2012-03-13,Passed Inspection
1001420025,2012-06-19,Passed Inspection
1001420025,2012-08-09,Passed Inspection
1001420025,2013-02-19,Passed Inspection
1001420025,2013-05-15,Passed Inspection
1001420025,2013-05-22,Passed Inspection
1001420025,2013-06-17,Passed Inspection
1001420025,2013-07-29,Active Rat Signs
1001420025,2013-08-19,Active Rat Signs
1001420025,2014-01-02,Passed Inspection
1001420025,2014-07-02,Passed Inspection
1001420025,2014-07-23,Passed Inspection
1001420025,2014-09-29,Active Rat Signs
1001420025,2014-10-27,Passed Inspection
1001490003,2010-01-22,Active Rat Signs
1001490003,2010-02-25,Active Rat Signs
1001490003,2010-07-15,Passed Inspection
1001490003,2011-02-09,Passed Inspection
1001490003,2011-09-19,Passed Inspection
1001490003,2012-03-15,Active Rat Signs
1001490003,2012-04-03,Passed Inspection
1001490003,2012-07-30,Passed Inspection
1001490003,2012-08-17,Passed Inspection
1001490003,2013-01-18,Active Rat Signs
1001490003,2013-01-18,Passed Inspection
1001490003,2013-02-21,Active Rat Signs
1001490003,2013-06-12,Passed Inspection
1001490003,2014-02-25,Passed Inspection
1001490029,2010-01-22,Active Rat Signs
1001490029,2010-02-25,Active Rat Signs
1001490029,2011-02-09,Passed Inspection
1001490029,2011-09-19,Active Rat Signs
1001490029,2011-11-01,Passed Inspection
1001490029,2012-03-15,Active Rat Signs
1001490029,2012-04-03,Active Rat Signs
1001490029,2013-02-14,Passed Inspection
1001490029,2013-04-05,Active Rat Signs
1001490029,2013-04-23,Passed Inspection
1001490029,2013-07-18,Passed Inspection
1001490029,2014-02-25,Passed Inspection
1001490029,2014-06-13,Active Rat Signs
1001490029,2014-07-23,Passed Inspection
1001490029,2014-08-07,Active Rat Signs
1001490029,2014-09-05,Active Rat Signs
1001500015,2010-01-26,Active Rat Signs
1001500015,2010-02-25,Active Rat Signs
1001500015,2011-02-09,Active Rat Signs
1001500015,2011-03-07,Active Rat Signs
1001500015,2012-03-15,Active Rat Signs
1001500015,2012-04-03,Active Rat Signs
1001500015,2012-06-08,Active Rat Signs
1001500015,2012-07-30,Active Rat Signs
1001500015,2012-08-17,Active Rat Signs
1001500015,2012-12-31,Passed Inspection
1001500015,2013-02-14,Problem Conditions
1001500015,2013-03-05,Active Rat Signs
1001500015,2014-02-25,Passed Inspection
1001620035,2009-11-16,Active Rat Signs
1001620035,2009-12-28,Problem Conditions
1001620035,2010-01-26,Passed Inspection
1001620035,2010-03-23,Active Rat Signs
1001620035,2010-05-04,Active Rat Signs
1001620035,2011-04-15,Passed Inspection
1001620035,2011-05-19,Active Rat Signs
1001620035,2011-06-03,Active Rat Signs
1001620035,2011-09-14,Passed Inspection
1001620035,2012-03-26,Active Rat Signs
1001620035,2012-05-22,Active Rat Signs
1001620035,2013-02-01,Active Rat Signs
1001620035,2013-03-07,Active Rat Signs
1001620035,2014-04-21,Passed Inspection
1001640001,2010-01-22,Active Rat Signs
1001640001,2010-03-09,Active Rat Signs
1001640001,2011-04-14,Active Rat Signs
1001640001,2011-05-09,Active Rat Signs
1001640001,2011-06-02,Active Rat Signs
1001640001,2011-07-07,Active Rat Signs
1001640001,2012-04-19,Passed Inspection
1001640001,2013-04-29,Passed Inspection
1001640001,2014-01-14,Active Rat Signs
1001640001,2014-04-10,Active Rat Signs
1001640001,2014-04-16,Passed Inspection
1001650001,2010-08-23,Active Rat Signs
1001650001,2011-04-14,Active Rat Signs
1001650001,2011-05-31,Active Rat Signs
1001650001,2011-06-02,Active Rat Signs
1001650001,2011-08-02,Active Rat Signs
1001650001,2012-05-01,Active Rat Signs
1001650001,2012-11-26,Active Rat Signs
1001650001,2013-01-15,Active Rat Signs
1001650001,2013-03-18,Active Rat Signs
1001650001,2014-04-16,Active Rat Signs
1001660027,2010-01-26,Active Rat Signs
1001660027,2011-02-10,Active Rat Signs
1001660027,2011-06-03,Active Rat Signs
1001660027,2012-02-29,Active Rat Signs
1001660027,2013-03-11,Active Rat Signs
1001670001,2009-11-05,Passed Inspection
1001670001,2010-01-26,Active Rat Signs
1001670001,2010-07-21,Active Rat Signs
1001670001,2010-12-03,Active Rat Signs
1001670001,2011-02-10,Active Rat Signs
1001670001,2011-06-03,Active Rat Signs
1001670001,2011-06-07,Active Rat Signs
1001670001,2011-07-19,Active Rat Signs
1001670001,2012-02-29,Active Rat Signs
1001670001,2013-01-14,Passed Inspection
1001670001,2013-03-11,Passed Inspection
1001670001,2013-09-30,Active Rat Signs
1001670001,2013-11-08,Passed Inspection
1001690001,2010-01-26,Active Rat Signs
1001690001,2011-01-06,Active Rat Signs
1001690001,2011-02-10,Active Rat Signs
1001690001,2011-06-03,Active Rat Signs
1001690001,2011-06-07,Active Rat Signs
1001690001,2011-06-28,Active Rat Signs
1001690001,2012-03-01,Active Rat Signs
1001690001,2013-03-11,Passed Inspection
1001710005,2010-01-26,Active Rat Signs
1001710005,2010-03-02,Passed Inspection
1001710005,2011-02-10,Active Rat Signs
1001710005,2011-03-03,Active Rat Signs
1001710005,2011-05-10,Active Rat Signs
1001710005,2011-06-07,Passed Inspection
1001710005,2012-03-01,Active Rat Signs
1001710005,2012-03-14,Active Rat Signs
1001710005,2013-03-11,Passed Inspection
1001710005,2014-02-27,Passed Inspection
1001717502,2010-01-26,Active Rat Signs
1001717502,2010-03-02,Problem Conditions
1001717502,2011-02-10,Active Rat Signs
1001717502,2011-03-03,Active Rat Signs
1001717502,2012-03-01,Active Rat Signs
1001717502,2012-03-14,Active Rat Signs
1001717502,2013-03-11,Passed Inspection
1001717502,2014-02-27,Passed Inspection
1001720020,2010-01-26,Active Rat Signs
1001720020,2010-03-02,Active Rat Signs
1001720020,2011-02-09,Active Rat Signs
1001720020,2011-03-03,Active Rat Signs
1001720020,2012-03-01,Passed Inspection
1001720020,2013-02-13,Passed Inspection
1001720020,2014-02-26,Active Rat Signs
1001720020,2014-03-25,Active Rat Signs
1001720030,2010-01-26,Active Rat Signs
1001720030,2010-03-02,Active Rat Signs
1001720030,2011-02-09,Passed Inspection
1001720030,2012-03-01,Active Rat Signs
1001720030,2012-03-14,Passed Inspection
1001720030,2013-02-13,Passed Inspection
1001720030,2014-02-26,Active Rat Signs
1001720030,2014-03-25,Active Rat Signs
1001740027,2010-01-22,Passed Inspection
1001740027,2010-08-03,Active Rat Signs
1001740027,2010-11-23,Active Rat Signs
1001740027,2010-12-03,Passed Inspection
1001740027,2011-01-19,Problem Conditions
1001740027,2011-03-03,Active Rat Signs
1001740027,2012-03-09,Passed Inspection
1001740027,2013-02-11,Passed Inspection
1001740027,2014-02-26,Active Rat Signs
1001740027,2014-03-24,Active Rat Signs
1001787502,2010-01-20,Active Rat Signs
1001787502,2010-03-03,Active Rat Signs
1001787502,2010-04-07,Problem Conditions
1001787502,2011-02-07,Active Rat Signs
1001787502,2011-03-18,Passed Inspection
1001787502,2012-03-19,Active Rat Signs
1001787502,2012-04-03,Passed Inspection
1001787502,2013-02-05,Active Rat Signs
1001787502,2013-02-26,Active Rat Signs
1001787502,2014-01-30,Active Rat Signs
1001860001,2010-01-14,Active Rat Signs
1001860001,2010-03-02,Active Rat Signs
1001860001,2011-02-16,Passed Inspection
1001860001,2012-03-29,Active Rat Signs
1001860001,2012-06-08,Active Rat Signs
1001860001,2013-02-19,Active Rat Signs
1001860001,2013-03-05,Passed Inspection
1001860001,2013-11-25,Passed Inspection
1001980027,2010-01-26,Active Rat Signs
1001980027,2010-03-09,Passed Inspection
1001980027,2011-02-11,Active Rat Signs
1001980027,2011-03-16,Active Rat Signs
1001980027,2011-06-28,Active Rat Signs
1001980027,2011-08-29,Passed Inspection
1001980027,2012-02-29,Active Rat Signs
1001980027,2012-03-14,Passed Inspection
1001980027,2013-02-20,Passed Inspection
1001980126,2010-01-26,Passed Inspection
1001980126,2010-11-23,Passed Inspection
1001980126,2011-02-11,Active Rat Signs
1001980126,2011-06-03,Active Rat Signs
1001980126,2011-06-03,Active Rat Signs
1001980126,2011-06-11,Active Rat Signs
1001980126,2012-02-29,Active Rat Signs
1001980126,2013-02-20,Active Rat Signs
1001990003,2010-01-20,Active Rat Signs
1001990003,2010-03-09,Passed Inspection
1001990003,2010-09-29,Passed Inspection
1001990003,2011-03-29,Active Rat Signs
1001990003,2011-04-28,Passed Inspection
1001990003,2011-05-09,Passed Inspection
1001990003,2011-06-06,Active Rat Signs
1001990003,2011-07-07,Active Rat Signs
1001990003,2012-02-03,Passed Inspection
1001990003,2012-05-02,Active Rat Signs
1001990003,2012-05-17,Passed Inspection
1001990003,2013-04-03,Passed Inspection
1001990003,2014-04-16,Active Rat Signs
1001990003,2014-06-23,Active Rat Signs
1002000033,2010-01-20,Active Rat Signs
1002000033,2010-03-08,Active Rat Signs
1002000033,2011-03-30,Active Rat Signs
1002000033,2011-04-28,Passed Inspection
1002000033,2011-06-03,Passed Inspection
1002000033,2012-04-18,Passed Inspection
1002000033,2013-04-04,Passed Inspection
1002000033,2013-10-21,Active Rat Signs
1002000033,2013-11-12,Active Rat Signs
1002000033,2014-04-15,Passed Inspection
1002027501,2010-01-21,Active Rat Signs
1002027501,2010-03-22,Active Rat Signs
1002027501,2011-03-31,Active Rat Signs
1002027501,2011-04-21,Active Rat Signs
1002027501,2012-04-19,Passed Inspection
1002027501,2013-04-05,Active Rat Signs
1002027501,2013-05-01,Passed Inspection
1002027501,2014-04-14,Passed Inspection
1002080019,2010-01-29,Active Rat Signs
1002080019,2010-02-24,Active Rat Signs
1002080019,2011-01-05,Active Rat Signs
1002080019,2011-03-18,Active Rat Signs
1002080019,2011-10-27,Active Rat Signs
1002080019,2011-11-22,Active Rat Signs
1002080019,2012-04-12,Passed Inspection
1002080019,2013-11-19,Active Rat Signs
1002080019,2013-12-16,Passed Inspection
1002100020,2010-01-21,Passed Inspection
1002100020,2011-02-08,Active Rat Signs
1002100020,2011-03-16,Passed Inspection
1002100020,2012-02-06,Active Rat Signs
1002100020,2012-02-23,Active Rat Signs
1002100020,2013-02-04,Active Rat Signs
1002100020,2013-02-26,Active Rat Signs
1002100020,2014-03-04,Passed Inspection
1002100020,2014-07-23,Passed Inspection
1002100021,2010-01-21,Active Rat Signs
1002100021,2010-03-03,Active Rat Signs
1002100021,2011-02-08,Active Rat Signs
1002100021,2011-03-16,Active Rat Signs
1002100021,2012-03-08,Passed Inspection
1002100021,2013-02-04,Problem Conditions
1002100021,2013-02-26,Active Rat Signs
1002100021,2014-03-04,Passed Inspection
1002120070,2010-01-15,Passed Inspection
1002120070,2012-03-20,Active Rat Signs
1002120070,2012-04-30,Active Rat Signs
1002120070,2013-02-04,Active Rat Signs
1002120070,2013-02-26,Active Rat Signs
1002120070,2014-04-25,Active Rat Signs
1002120070,2014-06-03,Passed Inspection
1002140002,2010-01-14,Active Rat Signs
1002140002,2010-03-03,Active Rat Signs
1002140002,2010-09-23,Active Rat Signs
1002140002,2010-12-09,Active Rat Signs
1002140002,2011-02-09,Active Rat Signs
1002140002,2011-03-21,Passed Inspection
1002140002,2012-03-23,Passed Inspection
1002140002,2012-12-20,Passed Inspection
1002140002,2013-02-07,Passed Inspection
1002140002,2013-06-28,Passed Inspection
1002140002,2013-07-16,Passed Inspection
1002140002,2013-12-12,Active Rat Signs
1002140002,2014-01-02,Active Rat Signs
1002140002,2014-05-15,Passed Inspection
1002290001,2009-12-03,Active Rat Signs
1002290001,2010-01-23,Active Rat Signs
1002290001,2010-02-09,Active Rat Signs
1002290001,2011-03-28,Active Rat Signs
1002290001,2011-04-18,Active Rat Signs
1002290001,2012-02-03,Active Rat Signs
1002290001,2012-02-27,Active Rat Signs
1002340001,2010-02-02,Active Rat Signs
1002340001,2010-02-24,Passed Inspection
1002340001,2010-04-07,Active Rat Signs
1002340001,2010-12-07,Active Rat Signs
1002340001,2011-01-05,Active Rat Signs
1002340001,2011-03-16,Active Rat Signs
1002340001,2012-04-12,Active Rat Signs
1002340001,2012-04-30,Active Rat Signs
1002340001,2012-07-11,Passed Inspection
1002340001,2013-02-01,Active Rat Signs
1002340001,2013-02-22,Passed Inspection
1002340001,2013-03-21,Active Rat Signs
1002340001,2013-04-05,Active Rat Signs
1002370017,2010-02-05,Active Rat Signs
1002370017,2010-03-01,Active Rat Signs
1002370017,2011-03-08,Active Rat Signs
1002370017,2011-03-23,Active Rat Signs
1002370017,2012-04-10,Passed Inspection
1002370017,2013-01-17,Active Rat Signs
1002370017,2013-02-20,Passed Inspection
1002370027,2009-12-15,Active Rat Signs
1002370027,2010-01-23,Active Rat Signs
1002370027,2011-03-07,Active Rat Signs
1002370027,2011-03-23,Passed Inspection
1002370027,2011-05-02,Passed Inspection
1002370027,2012-02-27,Active Rat Signs
1002370027,2012-04-11,Active Rat Signs
1002370027,2013-01-17,Active Rat Signs
1002370027,2013-02-22,Passed Inspection
1002390015,2010-02-04,Active Rat Signs
1002390015,2010-03-01,Active Rat Signs
1002390015,2011-03-01,Active Rat Signs
1002390015,2011-03-18,Active Rat Signs
1002390015,2012-04-03,Passed Inspection
1002390015,2013-06-17,Active Rat Signs
1002390015,2013-07-09,Active Rat Signs
1002590071,2010-04-13,Active Rat Signs
1002590071,2010-04-30,Active Rat Signs
1002590071,2011-03-31,Passed Inspection
1002590071,2011-10-19,Active Rat Signs
