BBL,INSP_DATE,RESULT
1021110037,2010-11-29,Active Rat Signs
1021110037,2010-12-02,Active Rat Signs
1021110037,2010-12-22,Active Rat Signs
1021110037,2012-04-17,Active Rat Signs
1021110037,2012-07-18,Active Rat Signs
1021110037,2013-01-16,Active Rat Signs
1021110037,2013-03-13,Passed Inspection
1021110037,2013-11-20,Problem Conditions
1021110037,2013-12-03,Passed Inspection
1021110037,2014-06-26,Active Rat Signs
1021110037,2014-08-04,Problem Conditions
1021110047,2010-02-02,Passed Inspection
1021110047,2010-06-18,Active Rat Signs
1021110047,2011-03-10,Active Rat Signs
1021110047,2012-05-03,Passed Inspection
1021110047,2013-11-19,Active Rat Signs
1021110047,2014-06-26,Active Rat Signs
1021110047,2014-08-05,Active Rat Signs
1021110047,2014-10-21,Active Rat Signs
1021110050,2010-02-02,Active Rat Signs
1021110050,2010-03-18,Passed Inspection
1021110050,2011-03-10,Active Rat Signs
1021110050,2011-04-14,Passed Inspection
1021110050,2012-05-03,Problem Conditions
1021110050,2012-05-14,Passed Inspection
1021110050,2012-07-18,Passed Inspection
1021110050,2013-11-19,Passed Inspection
1021110050,2014-06-26,Active Rat Signs
1021110050,2014-08-11,Passed Inspection
1021110050,2014-08-18,Active Rat Signs
1021110050,2014-10-21,Active Rat Signs
1021120014,2010-01-29,Passed Inspection
1021120014,2011-03-10,Passed Inspection
1021120014,2011-06-13,Passed Inspection
1021120014,2011-06-22,Passed Inspection
1021120014,2011-07-21,Active Rat Signs
1021120014,2011-08-22,Active Rat Signs
1021120014,2011-09-19,Active Rat Signs
1021120014,2011-10-07,Passed Inspection
1021120014,2012-04-27,Passed Inspection
1021120014,2013-07-27,Active Rat Signs
1021120014,2013-09-20,Active Rat Signs
1021120014,2013-10-23,Active Rat Signs
1021120014,2013-11-18,Passed Inspection
1021120014,2014-02-25,Active Rat Signs
1021120014,2014-06-27,Passed Inspection
1021120014,2014-10-30,Problem Conditions
1021140068,2010-02-17,Passed Inspection
1021140068,2011-03-10,Active Rat Signs
1021140068,2011-04-04,Active Rat Signs
1021140068,2011-06-07,Active Rat Signs
1021140068,2011-07-11,Active Rat Signs
1021140068,2012-04-23,Active Rat Signs
1021140068,2012-05-08,Passed Inspection
1021140068,2013-11-15,Passed Inspection
1021140068,2014-06-26,Passed Inspection
1021150001,2010-02-17,Active Rat Signs
1021150001,2010-03-18,Active Rat Signs
1021150001,2010-06-02,Active Rat Signs
1021150001,2010-07-15,Active Rat Signs
1021150001,2011-03-09,Problem Conditions
1021150001,2011-03-29,Passed Inspection
1021150001,2012-04-23,Passed Inspection
1021150001,2013-11-21,Passed Inspection
1021150001,2014-02-07,Problem Conditions
1021150001,2014-03-03,Passed Inspection
1021150001,2014-06-05,Problem Conditions
1021150001,2014-06-26,Active Rat Signs
1021150001,2014-08-11,Passed Inspection
1021150001,2014-09-22,Problem Conditions
1021150005,2009-09-29,Active Rat Signs
1021150005,2009-11-19,Passed Inspection
1021150005,2010-02-17,Active Rat Signs
1021150005,2010-03-18,Passed Inspection
1021150005,2011-03-09,Active Rat Signs
1021150005,2011-03-29,Active Rat Signs
1021150005,2011-12-16,Passed Inspection
1021150005,2011-12-30,Active Rat Signs
1021150005,2012-04-23,Passed Inspection
1021150005,2013-07-26,Passed Inspection
1021150005,2013-11-21,Passed Inspection
1021150005,2014-06-26,Passed Inspection
1021150005,2014-06-26,Passed Inspection
1021150011,2009-09-29,Active Rat Signs
1021150011,2010-01-26,Active Rat Signs
1021150011,2010-02-17,Active Rat Signs
1021150011,2010-03-18,Active Rat Signs
1021150011,2011-03-09,Passed Inspection
1021150011,2012-04-23,Active Rat Signs
1021150011,2012-05-08,Passed Inspection
1021150011,2013-11-21,Passed Inspection
1021150011,2014-06-26,Active Rat Signs
1021150011,2014-06-26,Passed Inspection
1021150011,2014-08-04,Passed Inspection
1021150017,2010-02-17,Active Rat Signs
1021150017,2010-03-18,Active Rat Signs
1021150017,2011-03-09,Passed Inspection
1021150017,2012-04-23,Active Rat Signs
1021150017,2012-05-08,Passed Inspection
1021150017,2012-09-24,Passed Inspection
1021150017,2012-10-12,Active Rat Signs
1021150017,2012-11-02,Active Rat Signs
1021150017,2013-11-21,Passed Inspection
1021150017,2014-06-26,Passed Inspection
1021150032,2010-02-17,Passed Inspection
1021150032,2011-03-09,Passed Inspection
1021150032,2011-06-20,Active Rat Signs
1021150032,2011-07-05,Active Rat Signs
1021150032,2012-04-23,Passed Inspection
1021150032,2013-11-21,Active Rat Signs
1021150032,2013-12-09,Active Rat Signs
1021150032,2014-04-29,Active Rat Signs
1021150032,2014-06-16,Active Rat Signs
1021150032,2014-06-26,Active Rat Signs
1021150032,2014-08-05,Passed Inspection
1021150034,2010-02-17,Active Rat Signs
1021150034,2010-03-18,Active Rat Signs
1021150034,2011-03-09,Active Rat Signs
1021150034,2011-03-29,Active Rat Signs
1021150034,2012-04-23,Active Rat Signs
1021150034,2012-07-19,Active Rat Signs
1021150034,2013-11-21,Passed Inspection
1021150034,2014-06-26,Passed Inspection
1021150049,2010-02-17,Problem Conditions
1021150049,2010-03-18,Passed Inspection
1021150049,2010-09-28,Active Rat Signs
1021150049,2010-10-22,Active Rat Signs
1021150049,2011-03-09,Active Rat Signs
1021150049,2011-03-29,Passed Inspection
1021150049,2012-04-23,Passed Inspection
1021150049,2013-09-13,Active Rat Signs
1021150049,2013-10-23,Active Rat Signs
1021150049,2013-11-21,Passed Inspection
1021150049,2014-06-26,Passed Inspection
1021160027,2010-02-17,Passed Inspection
1021160027,2011-03-18,Problem Conditions
1021160027,2011-04-11,Problem Conditions
1021160027,2012-04-19,Active Rat Signs
1021160027,2012-05-08,Active Rat Signs
1021160027,2013-03-06,Problem Conditions
1021160027,2013-04-09,Active Rat Signs
1021160027,2013-05-03,Active Rat Signs
1021160027,2013-05-24,Passed Inspection
1021160027,2013-11-19,Passed Inspection
1021160027,2014-06-26,Active Rat Signs
1021160027,2014-08-04,Passed Inspection
1021160033,2010-02-17,Passed Inspection
1021160033,2010-09-28,Active Rat Signs
1021160033,2011-03-18,Passed Inspection
1021160033,2012-04-19,Active Rat Signs
1021160033,2012-10-01,Active Rat Signs
1021160033,2013-11-19,Active Rat Signs
1021160033,2014-06-26,Active Rat Signs
1021160058,2009-12-02,Active Rat Signs
1021160058,2010-01-26,Problem Conditions
1021160058,2011-03-18,Passed Inspection
1021160058,2011-06-07,Active Rat Signs
1021160058,2011-07-05,Active Rat Signs
1021160058,2011-09-16,Active Rat Signs
1021160058,2011-10-11,Active Rat Signs
1021160058,2011-11-16,Active Rat Signs
1021160058,2011-12-07,Active Rat Signs
1021160058,2012-04-19,Active Rat Signs
1021160058,2012-05-07,Active Rat Signs
1021160058,2012-07-11,Active Rat Signs
1021160058,2012-08-02,Active Rat Signs
1021160058,2013-06-12,Problem Conditions
1021160058,2013-07-02,Problem Conditions
1021160058,2013-10-17,Active Rat Signs
1021160058,2013-11-20,Active Rat Signs
1021160058,2014-06-26,Active Rat Signs
1021160058,2014-06-26,Active Rat Signs
1021160058,2014-08-05,Active Rat Signs
1021170011,2010-02-08,Passed Inspection
1021170011,2010-11-05,Active Rat Signs
1021170011,2010-11-30,Active Rat Signs
1021170011,2010-12-02,Passed Inspection
1021170011,2011-02-23,Active Rat Signs
1021170011,2011-03-29,Active Rat Signs
1021170011,2011-06-07,Active Rat Signs
1021170011,2011-07-11,Active Rat Signs
1021170011,2012-04-24,Active Rat Signs
1021170011,2012-05-08,Active Rat Signs
1021170011,2012-08-14,Active Rat Signs
1021170011,2012-09-06,Active Rat Signs
1021170011,2013-01-29,Active Rat Signs
1021170011,2013-02-20,Active Rat Signs
1021170011,2013-03-19,Active Rat Signs
1021170011,2013-11-18,Passed Inspection
1021170011,2014-06-24,Passed Inspection
1021170014,2010-02-08,Passed Inspection
1021170014,2011-03-16,Active Rat Signs
1021170014,2011-04-11,Active Rat Signs
1021170014,2011-06-07,Active Rat Signs
1021170014,2011-07-11,Active Rat Signs
1021170014,2012-04-24,Active Rat Signs
1021170014,2012-05-08,Passed Inspection
1021170014,2012-08-14,Active Rat Signs
1021170014,2012-09-06,Active Rat Signs
1021170014,2013-11-18,Passed Inspection
1021170014,2014-06-24,Passed Inspection
1021170017,2010-02-08,Passed Inspection
1021170017,2010-11-30,Active Rat Signs
1021170017,2010-12-15,Active Rat Signs
1021170017,2012-04-24,Active Rat Signs
1021170017,2012-06-12,Active Rat Signs
1021170017,2012-08-14,Active Rat Signs
1021170017,2012-08-31,Active Rat Signs
1021170017,2013-04-29,Active Rat Signs
1021170017,2013-05-22,Passed Inspection
1021170017,2013-11-18,Passed Inspection
1021170017,2014-06-24,Passed Inspection
1021170018,2010-02-08,Passed Inspection
1021170018,2010-11-05,Active Rat Signs
1021170018,2010-11-30,Active Rat Signs
1021170018,2011-11-03,Active Rat Signs
1021170018,2011-12-27,Active Rat Signs
1021170018,2012-04-24,Passed Inspection
1021170018,2012-08-14,Active Rat Signs
1021170018,2012-08-31,Active Rat Signs
1021170018,2013-11-18,Passed Inspection
1021170018,2014-06-24,Passed Inspection
1021170019,2010-02-08,Passed Inspection
1021170019,2010-11-05,Active Rat Signs
1021170019,2010-11-30,Active Rat Signs
1021170019,2011-09-22,Passed Inspection
1021170019,2011-11-23,Active Rat Signs
1021170019,2011-12-30,Active Rat Signs
1021170019,2012-04-24,Passed Inspection
1021170019,2012-08-14,Active Rat Signs
1021170019,2012-09-06,Active Rat Signs
1021170019,2013-02-19,Active Rat Signs
1021170019,2013-03-20,Passed Inspection
1021170019,2013-11-18,Passed Inspection
1021170019,2014-06-24,Passed Inspection
1021170020,2010-02-08,Passed Inspection
1021170020,2010-11-05,Active Rat Signs
1021170020,2010-11-30,Active Rat Signs
1021170020,2012-02-09,Active Rat Signs
1021170020,2012-02-27,Active Rat Signs
1021170020,2012-04-24,Passed Inspection
1021170020,2012-08-14,Active Rat Signs
1021170020,2012-09-06,Active Rat Signs
1021170020,2013-11-18,Passed Inspection
1021170020,2014-06-24,Passed Inspection
1021170021,2010-02-08,Passed Inspection
1021170021,2010-09-28,Active Rat Signs
1021170021,2010-11-05,Active Rat Signs
1021170021,2010-11-30,Active Rat Signs
1021170021,2011-03-16,Passed Inspection
1021170021,2012-04-24,Active Rat Signs
1021170021,2012-06-12,Passed Inspection
1021170021,2012-08-14,Active Rat Signs
1021170021,2012-08-31,Passed Inspection
1021170021,2013-11-18,Passed Inspection
1021170021,2014-06-24,Passed Inspection
1021170022,2010-02-08,Passed Inspection
1021170022,2010-09-28,Active Rat Signs
1021170022,2010-11-05,Active Rat Signs
1021170022,2011-03-16,Passed Inspection
1021170022,2012-04-24,Active Rat Signs
1021170022,2012-06-12,Passed Inspection
1021170022,2012-08-14,Active Rat Signs
1021170022,2012-08-31,Passed Inspection
1021170022,2013-11-18,Passed Inspection
1021170022,2014-06-24,Passed Inspection
1021170022,2014-06-26,Active Rat Signs
1021170022,2014-08-08,Passed Inspection
1021170025,2010-02-08,Active Rat Signs
1021170025,2010-03-23,Passed Inspection
1021170025,2010-06-18,Active Rat Signs
1021170025,2010-07-08,Active Rat Signs
1021170025,2011-03-16,Passed Inspection
1021170025,2012-02-09,Active Rat Signs
1021170025,2012-02-27,Active Rat Signs
1021170025,2012-04-24,Active Rat Signs
1021170025,2012-05-14,Active Rat Signs
1021170025,2012-08-14,Active Rat Signs
1021170025,2012-09-06,Active Rat Signs
1021170025,2013-11-18,Passed Inspection
1021170025,2014-06-24,Passed Inspection
1021170030,2010-02-08,Passed Inspection
1021170030,2011-03-16,Passed Inspection
1021170030,2012-04-24,Active Rat Signs
1021170030,2012-06-12,Active Rat Signs
1021170030,2012-09-06,Active Rat Signs
1021170030,2012-09-26,Active Rat Signs
1021170030,2013-11-18,Active Rat Signs
1021170030,2013-12-04,Active Rat Signs
1021170030,2014-06-24,Problem Conditions
1021170030,2014-07-28,Passed Inspection
1021170032,2009-10-01,Active Rat Signs
1021170032,2009-11-19,Active Rat Signs
1021170032,2010-02-08,Passed Inspection
1021170032,2010-07-30,Active Rat Signs
1021170032,2010-11-05,Active Rat Signs
1021170032,2010-11-05,Passed Inspection
1021170032,2010-12-20,Active Rat Signs
1021170032,2011-01-04,Active Rat Signs
1021170032,2012-04-24,Active Rat Signs
1021170032,2012-06-12,Passed Inspection
1021170032,2012-08-14,Active Rat Signs
1021170032,2012-09-06,Active Rat Signs
1021170032,2013-02-20,Active Rat Signs
1021170032,2013-04-09,Active Rat Signs
1021170032,2013-11-18,Passed Inspection
1021170032,2014-06-24,Passed Inspection
1021170032,2014-09-19,Active Rat Signs
1021170032,2014-10-21,Active Rat Signs
1021170041,2010-02-08,Problem Conditions
1021170041,2010-03-01,Passed Inspection
1021170041,2011-03-16,Passed Inspection
1021170041,2012-04-24,Active Rat Signs
1021170041,2012-06-12,Passed Inspection
1021170041,2012-08-14,Active Rat Signs
1021170041,2012-09-06,Active Rat Signs
1021170041,2013-11-18,Active Rat Signs
1021170041,2013-12-04,Active Rat Signs
1021170041,2014-06-24,Active Rat Signs
1021170041,2014-10-01,Active Rat Signs
1021170041,2014-10-09,Passed Inspection
1021170048,2010-02-08,Passed Inspection
1021170048,2011-03-16,Active Rat Signs
1021170048,2011-04-11,Active Rat Signs
1021170048,2012-04-24,Active Rat Signs
1021170048,2012-06-12,Active Rat Signs
1021170048,2012-08-14,Active Rat Signs
1021170048,2012-09-06,Active Rat Signs
1021170048,2013-05-03,Active Rat Signs
1021170048,2013-05-24,Active Rat Signs
1021170048,2013-10-17,Active Rat Signs
1021170048,2013-11-20,Passed Inspection
1021170048,2014-04-14,Active Rat Signs
1021170048,2014-06-24,Passed Inspection
1021170048,2014-06-26,Passed Inspection
1021170054,2010-02-08,Active Rat Signs
1021170054,2010-03-23,Passed Inspection
1021170054,2011-03-16,Passed Inspection
1021170054,2012-04-24,Active Rat Signs
1021170054,2012-05-14,Active Rat Signs
1021170054,2012-06-07,Active Rat Signs
1021170054,2012-06-12,Passed Inspection
1021170054,2012-08-09,Active Rat Signs
1021170054,2012-09-06,Active Rat Signs
1021170054,2013-04-09,Active Rat Signs
1021170054,2013-05-21,Active Rat Signs
1021170054,2013-11-19,Passed Inspection
1021170054,2014-04-14,
1021170054,2014-06-16,Passed Inspection
1021170054,2014-06-24,Passed Inspection
1021170054,2014-07-16,Problem Conditions
1021170054,2014-09-04,Passed Inspection
1021180001,2010-02-05,Active Rat Signs
1021180001,2010-03-22,Passed Inspection
1021180001,2011-03-14,Passed Inspection
1021180001,2011-06-01,Passed Inspection
1021180001,2012-04-23,Active Rat Signs
1021180001,2012-07-19,Active Rat Signs
1021180001,2012-09-06,Active Rat Signs
1021180001,2012-09-24,Active Rat Signs
1021180001,2013-05-24,Passed Inspection
1021180001,2013-10-17,Active Rat Signs
1021180001,2013-12-31,Active Rat Signs
1021180001,2014-06-30,Passed Inspection
1021180001,2014-10-27,Active Rat Signs
1021180015,2010-02-05,Active Rat Signs
1021180015,2010-03-19,Active Rat Signs
1021180015,2011-03-15,Active Rat Signs
1021180015,2011-04-11,Active Rat Signs
1021180015,2012-04-23,Active Rat Signs
1021180015,2012-08-02,Passed Inspection
1021180015,2013-11-20,Active Rat Signs
1021180015,2013-12-04,Active Rat Signs
1021180015,2014-06-30,Passed Inspection
1021180042,2010-02-05,Active Rat Signs
1021180042,2010-03-22,Active Rat Signs
1021180042,2010-11-29,Active Rat Signs
1021180042,2011-01-04,Active Rat Signs
1021180042,2012-04-23,Active Rat Signs
1021180042,2012-07-19,Active Rat Signs
1021180042,2012-08-14,Active Rat Signs
1021180042,2012-08-31,Active Rat Signs
1021180042,2012-10-01,Active Rat Signs
1021180042,2012-10-19,Active Rat Signs
1021180042,2013-09-13,Active Rat Signs
1021180042,2013-10-23,Passed Inspection
1021180042,2013-11-20,Active Rat Signs
1021180042,2013-12-04,Active Rat Signs
1021180042,2014-06-30,Passed Inspection
1021180043,2009-09-29,Active Rat Signs
1021180043,2009-12-01,Active Rat Signs
1021180043,2010-04-20,Active Rat Signs
1021180043,2010-05-19,Passed Inspection
1021180043,2011-03-14,Passed Inspection
1021180043,2012-04-23,Passed Inspection
1021180043,2012-08-14,Active Rat Signs
1021180043,2012-08-31,Passed Inspection
1021180043,2013-09-20,Active Rat Signs
1021180043,2013-10-23,Active Rat Signs
1021180043,2013-11-20,Passed Inspection
1021180043,2014-06-30,Problem Conditions
1021180043,2014-07-28,Passed Inspection
1021180043,2014-08-05,Problem Conditions
1021180046,2010-02-05,Active Rat Signs
1021180046,2010-03-22,Active Rat Signs
1021180046,2011-03-14,Active Rat Signs
1021180046,2011-04-04,Passed Inspection
1021180046,2012-04-23,Active Rat Signs
1021180046,2012-08-02,Active Rat Signs
1021180046,2012-08-14,Active Rat Signs
1021180046,2012-09-06,Active Rat Signs
1021180046,2013-01-29,Active Rat Signs
1021180046,2013-03-19,Passed Inspection
1021180046,2013-11-20,Passed Inspection
1021180046,2014-06-30,Passed Inspection
1021180048,2010-02-05,Active Rat Signs
1021180048,2010-03-22,Passed Inspection
1021180048,2011-03-14,Passed Inspection
1021180048,2012-04-23,Passed Inspection
1021180048,2012-08-14,Active Rat Signs
1021180048,2012-09-06,Active Rat Signs
1021180048,2013-01-29,Active Rat Signs
1021180048,2013-03-19,Active Rat Signs
1021180048,2013-11-20,Passed Inspection
1021180048,2014-06-30,Passed Inspection
1021180052,2010-02-05,Active Rat Signs
1021180052,2010-03-22,Passed Inspection
1021180052,2011-03-14,Passed Inspection
1021180052,2012-04-23,Passed Inspection
1021180052,2012-08-14,Active Rat Signs
1021180052,2012-09-06,Active Rat Signs
1021180052,2013-03-20,Active Rat Signs
1021180052,2013-04-09,Active Rat Signs
1021180052,2013-11-20,Passed Inspection
1021180052,2014-06-17,Passed Inspection
1021180052,2014-06-30,Problem Conditions
1021180052,2014-07-28,Passed Inspection
1021190001,2010-02-08,Passed Inspection
1021190001,2010-05-21,Passed Inspection
1021190001,2010-06-18,Active Rat Signs
1021190001,2010-07-08,Active Rat Signs
1021190001,2011-03-15,Active Rat Signs
1021190001,2011-04-11,Active Rat Signs
1021190001,2012-04-19,Active Rat Signs
1021190001,2012-06-12,Passed Inspection
1021190001,2013-05-10,Problem Conditions
1021190001,2013-07-01,Problem Conditions
1021190001,2013-11-19,Passed Inspection
1021190001,2014-06-27,Passed Inspection
1021190068,2010-02-08,Passed Inspection
1021190068,2011-03-15,Active Rat Signs
1021190068,2011-04-11,Active Rat Signs
1021190068,2012-04-19,Active Rat Signs
1021190068,2012-05-01,Active Rat Signs
1021190068,2013-01-29,Active Rat Signs
1021190068,2013-03-13,Passed Inspection
1021190068,2013-11-19,Passed Inspection
1021190068,2014-06-30,Passed Inspection
1021200026,2010-02-04,Active Rat Signs
1021200026,2010-03-18,Passed Inspection
1021200026,2011-03-16,Active Rat Signs
1021200026,2011-04-13,Active Rat Signs
1021200026,2012-04-18,Active Rat Signs
1021200026,2012-05-07,Active Rat Signs
1021200026,2013-11-18,Passed Inspection
1021200026,2014-06-27,Passed Inspection
1021200044,2010-02-04,Passed Inspection
1021200044,2011-03-16,Active Rat Signs
1021200044,2011-04-13,Active Rat Signs
1021200044,2012-04-18,Active Rat Signs
1021200044,2012-05-07,Active Rat Signs
1021200044,2013-11-18,Active Rat Signs
1021200044,2013-12-06,Active Rat Signs
1021200044,2014-06-27,Passed Inspection
1021210039,2010-02-04,Active Rat Signs
1021210039,2010-03-18,Active Rat Signs
1021210039,2010-09-28,Problem Conditions
1021210039,2010-12-08,Passed Inspection
1021210039,2011-03-21,Passed Inspection
1021210039,2012-04-18,Passed Inspection
1021210039,2012-09-24,Problem Conditions
1021210039,2012-10-25,Problem Conditions
1021210039,2013-11-19,Active Rat Signs
1021210039,2013-12-04,Passed Inspection
1021210039,2014-06-26,Active Rat Signs
1021210039,2014-08-11,Active Rat Signs
1021210047,2010-02-04,Passed Inspection
1021210047,2011-03-21,Passed Inspection
1021210047,2012-04-18,Active Rat Signs
1021210047,2012-07-19,Active Rat Signs
1021210047,2013-01-14,Active Rat Signs
1021210047,2013-03-20,Passed Inspection
1021210047,2013-11-19,Active Rat Signs
1021210047,2013-12-04,Active Rat Signs
1021210047,2014-06-26,Active Rat Signs
1021210047,2014-08-01,Active Rat Signs
1021220058,2010-02-03,Active Rat Signs
1021220058,2010-03-18,Active Rat Signs
1021220058,2011-03-02,Passed Inspection
1021220058,2012-04-18,Active Rat Signs
1021220058,2012-07-19,Active Rat Signs
1021220058,2013-01-31,Active Rat Signs
1021220058,2013-03-12,Passed Inspection
1021220058,2013-11-19,Active Rat Signs
1021220058,2013-12-09,Passed Inspection
1021220058,2014-02-26,Passed Inspection
1021220058,2014-06-24,Passed Inspection
1021220084,2010-02-04,Problem Conditions
1021220084,2010-03-01,Active Rat Signs
1021220084,2011-03-21,Passed Inspection
1021220084,2012-04-18,Active Rat Signs
1021220084,2012-07-19,Active Rat Signs
1021220084,2013-10-30,Active Rat Signs
1021220084,2013-12-12,Passed Inspection
1021220084,2014-06-24,Active Rat Signs
1021220084,2014-08-04,Active Rat Signs
1021220110,2010-02-03,Passed Inspection
1021220110,2010-11-29,Active Rat Signs
1021220110,2010-12-20,Passed Inspection
1021220110,2011-03-02,Passed Inspection
1021220110,2012-04-18,Active Rat Signs
1021220110,2012-07-19,Active Rat Signs
1021220110,2013-01-29,Active Rat Signs
1021220110,2013-03-13,Passed Inspection
1021220110,2013-11-19,Active Rat Signs
1021220110,2013-12-05,Passed Inspection
1021220110,2014-06-24,Passed Inspection
1021220153,2010-02-04,Active Rat Signs
1021220153,2010-02-24,Active Rat Signs
1021220153,2011-03-02,Active Rat Signs
1021220153,2011-04-04,Passed Inspection
1021220153,2012-04-18,Problem Conditions
1021220153,2012-05-07,Passed Inspection
1021220153,2013-09-13,Problem Conditions
1021220153,2013-10-01,Problem Conditions
1021220153,2013-11-19,Active Rat Signs
1021220153,2013-12-05,Passed Inspection
1021220153,2014-06-24,Active Rat Signs
1021220153,2014-10-01,Active Rat Signs
1021220153,2014-10-27,Active Rat Signs
1021230030,2010-02-02,Active Rat Signs
1021230030,2010-02-24,Active Rat Signs
1021230030,2011-03-10,Passed Inspection
1021230030,2012-05-03,Active Rat Signs
1021230030,2012-07-19,Active Rat Signs
1021230030,2013-11-19,Active Rat Signs
1021230030,2013-12-06,Active Rat Signs
1021230030,2014-06-26,Active Rat Signs
1021230030,2014-09-17,Passed Inspection
1021230031,2010-02-02,Passed Inspection
1021230031,2010-11-05,Active Rat Signs
1021230031,2010-11-30,Active Rat Signs
1021230031,2011-03-10,Active Rat Signs
1021230031,2011-04-14,Passed Inspection
1021230031,2012-05-03,Passed Inspection
1021230031,2013-11-19,Active Rat Signs
1021230031,2013-12-06,Passed Inspection
1021230031,2014-06-24,Active Rat Signs
1021230031,2014-10-03,Passed Inspection
1021230052,2010-01-29,Active Rat Signs
1021230052,2010-02-24,Active Rat Signs
1021230052,2011-03-09,Active Rat Signs
1021230052,2011-04-04,Active Rat Signs
1021230052,2012-05-03,Passed Inspection
1021230052,2013-11-18,Active Rat Signs
1021230052,2013-12-06,Passed Inspection
1021230052,2014-06-24,Active Rat Signs
1021230052,2014-07-31,Active Rat Signs
1021230054,2009-09-29,Active Rat Signs
1021230054,2009-11-19,Active Rat Signs
1021230054,2010-01-29,Active Rat Signs
1021230054,2010-02-24,Active Rat Signs
1021230054,2010-08-30,Active Rat Signs
1021230054,2010-12-02,Active Rat Signs
1021230054,2011-03-09,Active Rat Signs
1021230054,2011-04-04,Active Rat Signs
1021230054,2012-05-03,Passed Inspection
1021230054,2012-08-09,Passed Inspection
1021230054,2013-11-18,Active Rat Signs
1021230054,2013-12-06,Active Rat Signs
1021230054,2014-06-24,Passed Inspection
1021230067,2010-01-29,Active Rat Signs
1021230067,2010-02-24,Active Rat Signs
1021230067,2011-03-09,Active Rat Signs
1021230067,2011-04-04,Problem Conditions
1021230067,2012-05-03,Active Rat Signs
1021230067,2012-08-01,Active Rat Signs
1021230067,2013-01-16,Passed Inspection
1021230067,2013-11-18,Active Rat Signs
1021230067,2013-12-05,Passed Inspection
1021230067,2014-06-24,Passed Inspection
1021230100,2010-01-29,Active Rat Signs
1021230100,2010-02-24,Active Rat Signs
1021230100,2010-11-05,Active Rat Signs
1021230100,2010-11-30,Active Rat Signs
1021230100,2011-03-10,Active Rat Signs
1021230100,2011-04-04,Active Rat Signs
1021230100,2012-05-02,Passed Inspection
1021230100,2013-11-18,Active Rat Signs
1021230100,2013-12-06,Active Rat Signs
1021230100,2014-06-24,Active Rat Signs
1021230100,2014-10-03,Active Rat Signs
1021250026,2010-02-04,Problem Conditions
1021250026,2010-02-22,Passed Inspection
1021250026,2010-05-10,Active Rat Signs
1021250026,2010-06-02,Active Rat Signs
1021250026,2011-03-10,Active Rat Signs
1021250026,2011-04-08,Active Rat Signs
1021250026,2012-04-27,Passed Inspection
1021250026,2013-11-18,Active Rat Signs
1021250026,2013-12-05,Active Rat Signs
1021250026,2014-06-26,Passed Inspection
1021250034,2009-10-06,Active Rat Signs
1021250034,2009-12-17,Active Rat Signs
1021250034,2010-02-04,Active Rat Signs
1021250034,2010-02-24,Active Rat Signs
1021250034,2011-03-10,Active Rat Signs
1021250034,2011-04-18,Passed Inspection
1021250034,2012-04-27,Passed Inspection
1021250034,2013-11-18,Passed Inspection
1021250034,2014-06-26,Passed Inspection
1021260028,2009-12-10,Active Rat Signs
1021260028,2010-01-27,Active Rat Signs
1021260028,2010-05-03,Active Rat Signs
1021260028,2010-06-02,Active Rat Signs
1021260028,2011-03-02,Passed Inspection
1021260028,2011-06-07,Active Rat Signs
1021260028,2011-07-13,Active Rat Signs
1021260028,2012-04-26,Passed Inspection
1021260028,2012-05-01,Problem Conditions
1021260028,2012-06-07,Problem Conditions
1021260028,2013-04-10,Passed Inspection
1021260028,2013-11-15,Passed Inspection
1021260028,2014-06-26,Passed Inspection
1021260030,2009-12-10,Active Rat Signs
1021260030,2010-01-27,Active Rat Signs
1021260030,2011-03-02,Problem Conditions
1021260030,2011-04-04,Problem Conditions
1021260030,2012-04-26,Passed Inspection
1021260030,2013-02-21,Passed Inspection
1021260030,2013-03-13,Passed Inspection
1021260030,2013-04-11,Active Rat Signs
1021260030,2013-05-10,Active Rat Signs
1021260030,2013-06-12,Problem Conditions
1021260030,2013-07-25,Passed Inspection
1021260030,2013-09-13,Active Rat Signs
1021260030,2013-10-01,Active Rat Signs
1021260030,2013-10-23,Passed Inspection
1021260030,2013-11-15,Passed Inspection
1021260030,2014-05-13,Problem Conditions
1021260030,2014-06-16,Passed Inspection
1021260030,2014-06-26,Passed Inspection
1021260034,2010-01-29,Active Rat Signs
1021260034,2010-02-24,Active Rat Signs
1021260034,2011-03-02,Passed Inspection
1021260034,2012-04-26,Passed Inspection
1021260034,2013-11-15,Active Rat Signs
1021260034,2013-12-06,Active Rat Signs
1021260034,2014-06-26,Active Rat Signs
1021260034,2014-10-03,Passed Inspection
1021260042,2010-01-29,Active Rat Signs
1021260042,2010-02-24,Active Rat Signs
1021260042,2011-03-02,Active Rat Signs
1021260042,2011-04-04,Passed Inspection
1021260042,2012-04-26,Active Rat Signs
1021260042,2012-07-17,Passed Inspection
1021260042,2013-11-15,Active Rat Signs
1021260042,2013-12-06,Passed Inspection
1021260042,2014-06-26,Active Rat Signs
1021260042,2014-10-03,Passed Inspection
1021260048,2010-01-29,Active Rat Signs
1021260048,2010-02-24,Active Rat Signs
1021260048,2010-10-18,Active Rat Signs
1021260048,2010-12-02,Passed Inspection
1021260048,2011-03-02,Passed Inspection
1021260048,2012-04-26,Passed Inspection
1021260048,2013-06-12,
1021260048,2013-07-08,
1021260048,2013-11-15,Active Rat Signs
1021260048,2013-12-06,Active Rat Signs
